Marital status,Daytime/evening attendance,Nationality,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,International,Age at enrollment,Target_status
1,1,1,1,0,0,1,0,0,0,27,1
1,1,1,1,0,0,1,0,0,0,18,2
1,1,1,1,0,0,1,0,0,0,18,3
1,1,1,0,0,0,1,0,0,0,18,2
1,1,1,0,0,0,1,0,1,0,21,2
1,1,1,1,0,0,1,1,1,0,19,3
1,1,1,1,0,0,1,1,0,0,19,3
1,1,1,0,0,0,1,1,0,0,24,3
4,1,1,1,0,0,1,1,0,0,29,1
1,1,1,1,0,0,1,1,1,0,19,2
1,1,1,1,0,0,1,1,0,0,23,2
1,1,1,0,0,1,1,1,0,0,19,1
1,1,1,0,0,0,1,1,0,0,26,3
1,1,1,0,0,0,1,1,0,0,18,3
1,1,1,0,0,0,1,1,0,0,24,2
1,1,1,1,0,0,1,1,0,0,19,1
1,1,1,1,0,0,1,1,0,0,18,1
1,1,1,1,0,0,1,1,0,0,18,2
1,1,1,1,0,1,1,1,0,0,18,1
1,1,1,1,0,0,1,1,1,0,21,1
1,1,1,1,0,1,1,1,1,0,19,2
1,1,1,0,0,0,1,1,1,0,22,2
2,0,1,0,0,0,1,1,0,0,33,2
1,1,1,1,0,0,1,1,0,0,20,1
1,0,1,1,0,0,1,1,0,0,35,1
1,1,1,0,0,1,1,1,0,0,24,1
1,1,1,0,0,0,1,1,0,0,18,3
2,0,1,1,0,0,1,0,0,0,33,2
1,1,1,1,0,0,1,0,1,0,22,2
1,1,1,0,0,0,1,0,1,0,25,2
1,1,1,1,0,0,1,1,0,0,20,2
1,1,1,1,0,0,1,1,0,0,23,3
1,1,1,1,0,1,1,1,0,0,18,3
1,1,1,0,0,0,1,1,0,0,24,1
1,1,41,1,0,0,0,0,0,1,21,2
1,1,41,0,0,0,1,0,0,1,26,1
2,1,1,0,0,0,1,0,0,0,39,1
2,0,1,0,0,0,1,0,0,0,44,2
1,1,26,1,0,0,1,1,0,1,19,3
1,1,1,1,0,0,1,0,0,0,18,2
1,1,1,1,0,0,1,0,1,0,18,2
1,1,1,1,0,0,1,0,0,0,19,3
1,1,1,1,0,1,0,0,0,0,19,1
1,1,1,0,0,0,1,0,0,0,21,1
1,1,1,1,0,0,1,0,0,0,20,2
2,0,1,1,0,0,1,0,0,0,36,1
4,1,1,0,0,0,1,0,0,0,43,2
1,1,1,1,0,0,1,0,0,0,19,1
1,1,1,0,0,1,1,0,0,0,20,2
1,1,1,1,0,0,1,0,0,0,19,1
1,1,1,1,0,0,1,0,0,0,20,1
1,1,1,1,0,0,1,0,0,0,20,1
1,1,1,1,0,0,1,0,0,0,20,3
1,1,1,1,0,0,1,0,0,0,18,2
1,1,1,1,0,0,1,0,1,0,18,3
1,1,1,1,0,0,1,0,0,0,19,2
1,1,1,1,0,0,1,0,0,0,18,2
1,1,1,1,0,0,1,0,0,0,18,1
1,1,1,0,0,0,1,0,0,0,20,3
1,1,1,1,0,0,1,0,1,0,20,3
1,1,1,0,0,0,1,0,0,0,20,3
1,1,1,0,0,0,1,0,0,0,18,2
1,1,1,0,0,0,1,0,0,0,18,2
1,1,1,1,0,0,1,0,0,0,21,1
1,1,1,1,0,0,1,0,0,0,19,2
1,1,1,0,0,0,1,0,0,0,19,1
1,1,1,0,0,0,1,0,1,0,19,2
1,1,1,1,0,0,1,0,0,0,19,2
1,1,1,1,0,0,1,0,0,0,19,1
1,1,1,1,0,0,1,0,0,0,20,2
1,1,1,1,0,0,1,0,1,0,18,3
1,1,1,1,0,0,1,0,0,0,18,2
1,1,1,1,0,0,1,0,0,0,19,2
1,1,1,1,0,0,1,0,1,0,18,1
1,1,1,1,0,0,1,0,0,0,18,2
1,1,1,1,0,0,1,0,0,0,19,2
1,1,1,1,0,0,1,0,0,0,19,1
1,1,1,0,0,0,1,0,0,0,20,2
1,1,1,0,0,1,0,0,1,0,19,1
1,1,1,1,0,0,1,0,0,0,20,2
1,1,1,0,0,1,1,0,1,0,18,2
1,1,1,0,0,0,1,0,1,0,20,3
1,1,1,0,0,0,1,0,0,0,18,2
1,1,1,1,0,0,1,0,0,0,19,2
1,1,1,1,0,0,1,0,1,0,19,2
1,1,1,1,0,1,0,0,0,0,22,3
1,1,1,1,0,0,1,0,1,0,19,2
1,1,1,1,0,0,1,0,1,0,19,2
1,1,1,1,0,0,1,0,1,0,19,2
1,1,1,1,0,0,1,0,0,0,19,1
1,1,1,1,0,0,1,0,0,0,20,1
1,1,1,0,0,0,1,0,0,0,18,2
1,1,1,0,0,0,1,0,1,0,20,2
1,1,1,1,0,0,1,0,0,0,18,3
1,1,1,0,0,0,1,0,0,0,19,2
1,1,1,1,0,0,1,0,0,0,18,3
1,1,1,1,0,0,1,0,0,0,18,2
1,1,1,1,0,0,1,0,0,0,21,1
1,1,1,0,0,0,1,0,0,0,19,1
1,1,1,0,0,0,1,0,1,0,18,2
1,1,1,1,0,0,1,0,1,0,18,2
1,1,1,1,0,0,1,0,0,0,20,2
1,0,1,0,0,0,1,0,1,0,24,2
1,1,1,0,0,0,1,0,0,0,19,1
1,1,1,1,0,0,1,0,1,0,18,2
1,1,1,1,0,0,1,0,0,0,18,2
1,1,1,1,0,0,1,0,0,0,21,1
1,1,1,0,0,0,1,0,0,0,19,2
1,1,1,0,0,0,1,0,1,0,19,2
3,1,1,0,0,1,1,0,0,0,47,3
1,1,1,0,0,0,1,0,0,0,19,2
1,1,1,0,0,0,1,0,0,0,29,2
1,1,1,1,0,0,1,0,0,0,21,1
1,1,1,1,0,0,1,0,0,0,28,3
1,1,1,0,0,0,1,0,0,0,20,2
1,1,1,1,0,0,1,0,0,0,19,2
1,0,1,0,0,0,1,0,0,0,26,2
1,1,1,1,0,1,0,0,0,0,20,1
1,1,1,1,0,0,1,0,1,0,18,3
1,1,1,0,0,0,1,0,0,0,27,2
1,1,1,1,0,0,1,0,0,0,20,1
1,1,1,1,0,0,1,0,0,0,18,1
1,1,1,0,0,0,1,0,0,0,33,1
1,1,1,1,0,0,1,0,0,0,35,2
1,0,1,0,0,0,1,0,1,0,26,3
1,1,1,0,0,1,0,0,0,0,27,1
1,1,1,1,0,0,0,0,0,0,19,1
1,1,1,0,0,0,1,0,0,0,20,1
1,1,1,1,0,1,0,0,0,0,20,1
1,1,1,0,0,1,0,0,0,0,21,3
1,1,1,1,0,0,1,0,1,0,18,2
1,1,1,1,0,0,1,0,0,0,24,1
1,1,1,1,0,0,1,0,0,0,20,2
1,1,1,0,0,0,1,0,1,0,21,2
1,0,1,0,0,0,1,0,0,0,23,3
1,1,1,1,0,0,1,0,0,0,24,1
1,1,1,0,0,0,1,0,0,0,21,1
1,1,1,1,0,0,1,0,0,0,18,2
1,0,1,1,0,0,1,0,0,0,27,1
1,1,1,1,0,0,1,0,0,0,18,2
1,1,1,0,0,0,1,0,0,0,35,1
1,1,1,0,0,0,1,0,0,0,18,2
1,1,1,0,0,0,1,0,0,0,35,3
1,1,1,1,0,0,1,0,0,0,19,2
1,1,1,1,0,0,1,0,0,0,20,2
1,1,1,1,0,0,1,0,0,0,18,2
1,1,1,0,0,1,1,0,0,0,21,2
1,1,1,0,0,0,1,0,1,0,18,2
1,1,1,1,0,0,1,0,0,0,18,2
1,1,1,1,0,0,1,0,0,0,18,2
1,1,1,1,0,0,1,0,1,0,18,2
1,1,1,1,0,0,1,0,0,0,19,2
1,1,1,0,0,0,1,0,1,0,36,1
1,1,1,1,0,0,1,0,1,0,18,2
1,1,1,0,0,0,1,0,1,0,18,2
1,1,1,1,0,0,1,0,1,0,20,2
1,0,1,0,0,0,1,0,1,0,26,1
1,1,1,0,0,0,1,0,0,0,21,2
1,1,1,0,0,0,1,0,0,0,25,3
1,1,1,1,0,0,1,0,1,0,19,2
1,0,1,1,0,0,1,0,0,0,24,1
1,0,1,0,0,0,1,0,1,0,27,1
1,1,1,0,0,0,1,0,0,0,21,1
1,1,1,0,0,0,1,0,1,0,18,2
2,1,1,0,1,0,1,0,1,0,19,2
1,1,1,1,0,0,1,0,0,0,18,1
1,1,1,0,0,0,1,0,1,0,19,2
1,1,1,1,0,0,1,0,1,0,19,2
2,0,1,0,0,0,1,0,0,0,33,2
2,1,1,0,0,0,1,0,0,0,45,2
1,1,1,0,0,0,1,0,1,0,20,2
1,1,1,1,0,0,1,0,0,0,28,1
1,1,1,1,0,0,1,0,1,0,19,2
1,1,1,1,0,0,1,0,0,0,18,2
1,1,1,0,0,0,1,0,0,0,38,1
1,1,1,0,0,0,1,0,0,0,19,2
1,1,1,0,0,0,1,0,1,0,21,2
1,1,1,0,0,0,1,0,0,0,21,1
1,1,1,0,0,0,1,0,1,0,22,2
1,1,1,0,0,0,1,0,1,0,18,2
1,1,1,0,1,0,1,0,1,0,18,2
1,1,1,1,0,0,0,0,0,0,25,1
1,1,1,0,0,1,0,0,0,0,24,1
1,1,1,1,0,0,1,0,0,0,19,3
1,1,1,1,0,0,1,0,0,0,24,3
1,1,1,1,0,0,1,0,1,0,20,2
1,1,1,0,0,0,0,0,0,0,25,1
1,1,1,0,0,0,1,0,1,0,20,2
1,1,1,0,0,0,1,0,0,0,23,2
1,1,1,1,0,0,1,0,1,0,19,2
1,1,1,0,0,1,0,0,0,0,29,1
1,1,1,1,0,0,1,0,0,0,21,2
1,1,1,1,0,0,1,0,1,0,18,2
1,1,1,1,0,0,1,0,0,0,19,3
1,1,1,1,0,0,1,0,1,0,18,1
1,1,1,0,0,0,1,0,0,0,19,2
1,1,1,1,0,0,1,0,0,0,18,3
1,1,1,0,0,0,1,0,0,0,18,2
2,1,1,1,0,1,0,0,1,0,37,1
1,0,1,0,0,0,1,0,0,0,29,2
1,1,1,0,0,0,1,0,0,0,18,3
1,1,1,1,0,0,1,0,1,0,19,2
1,1,1,1,0,1,0,0,0,0,22,1
1,1,1,0,0,0,1,0,1,0,20,2
1,0,1,0,0,0,1,0,0,0,34,1
1,1,1,0,0,1,0,0,0,0,30,1
1,1,1,0,0,0,1,0,0,0,18,2
1,1,1,0,0,0,1,0,0,0,18,2
1,1,1,1,0,0,1,0,0,0,18,2
1,1,1,1,0,0,1,0,0,0,18,2
1,1,1,1,0,0,1,0,1,0,19,2
1,1,1,1,0,0,1,0,1,0,19,2
1,1,1,0,0,0,1,0,1,0,18,2
1,1,1,0,0,0,1,0,1,0,21,2
1,1,1,1,0,0,0,0,0,0,20,1
1,1,1,1,0,0,1,0,0,0,20,2
1,1,1,0,0,0,1,0,0,0,19,2
1,1,1,0,0,0,1,0,0,0,20,2
1,1,1,1,0,0,1,0,0,0,18,2
1,1,1,0,0,0,1,0,0,0,20,1
2,1,1,0,0,1,0,0,0,0,29,1
1,1,1,0,0,0,1,0,1,0,18,3
1,1,1,1,0,0,1,0,1,0,20,2
1,1,1,1,0,0,1,0,1,0,22,2
4,0,1,1,0,0,1,0,1,0,47,2
2,0,1,0,0,0,1,0,0,0,31,2
1,1,1,0,0,0,1,0,1,0,21,2
1,0,1,0,0,0,1,0,0,0,21,2
2,1,1,0,0,0,1,0,0,0,24,2
1,1,1,0,0,0,1,0,0,0,18,3
1,0,1,0,0,0,1,0,0,0,32,2
1,0,1,1,0,0,1,0,1,0,19,2
1,1,1,1,0,0,1,0,0,0,24,2
1,1,1,1,0,0,1,0,0,0,19,2
1,1,1,0,0,1,1,0,1,0,19,2
1,1,1,0,0,0,1,0,0,0,24,3
1,1,1,1,0,0,1,0,1,0,18,2
1,1,1,1,0,0,1,0,1,0,19,1
2,1,1,0,0,0,1,0,1,0,19,2
1,1,1,1,0,0,1,0,1,0,18,2
1,1,1,1,0,0,1,0,0,0,18,2
1,1,1,1,0,0,1,0,0,0,20,2
1,1,1,0,0,0,1,0,0,0,18,2
1,1,1,1,0,0,1,0,0,0,18,2
1,1,1,1,0,0,1,0,1,0,21,2
1,1,1,0,0,0,1,0,1,0,18,2
1,1,1,0,0,1,0,0,0,0,18,1
1,1,1,1,0,0,1,0,0,0,19,1
1,1,1,1,0,0,1,0,0,0,19,3
1,1,1,1,0,0,1,0,0,0,18,2
1,1,1,1,0,0,1,0,0,0,34,1
1,1,1,0,0,0,1,0,0,0,19,2
1,1,1,1,0,1,0,0,0,0,19,1
1,1,1,0,0,1,1,0,0,0,26,2
1,1,1,1,0,0,1,0,0,0,21,1
1,1,1,0,0,0,1,0,1,0,18,2
1,1,1,1,0,0,1,0,1,0,20,2
1,1,1,0,0,0,1,0,0,0,25,1
1,1,1,0,0,0,1,0,0,0,18,2
1,1,1,1,0,0,1,0,1,0,18,2
1,1,1,0,0,0,1,0,0,0,19,2
1,1,1,0,0,0,1,0,1,0,18,2
1,1,1,0,0,0,1,0,0,0,20,3
1,1,1,0,0,1,0,0,0,0,26,1
1,1,1,1,0,0,1,0,1,0,19,2
1,1,1,0,0,0,1,0,0,0,19,2
1,1,1,0,0,0,1,0,0,0,19,2
1,1,1,1,0,0,1,0,0,0,19,3
1,1,1,1,0,0,1,0,0,0,18,2
1,1,1,1,0,0,1,0,0,0,19,2
1,1,1,0,0,1,1,0,0,0,18,2
1,1,1,1,0,0,1,0,0,0,18,3
1,1,1,1,0,0,1,0,0,0,18,3
1,1,1,1,0,0,1,0,0,0,18,3
1,1,1,0,0,1,1,0,0,0,26,1
1,1,1,1,0,0,1,0,0,0,20,2
1,0,1,0,0,0,1,0,0,0,19,2
1,1,1,1,0,0,1,0,1,0,18,2
1,1,1,0,0,0,1,0,0,0,19,2
1,1,1,0,0,1,1,0,0,0,40,2
1,1,1,1,0,0,1,0,1,0,18,2
1,1,1,0,0,0,1,0,0,0,19,2
1,1,1,0,0,0,1,0,0,0,18,2
1,1,1,1,0,0,1,0,0,0,19,3
1,1,1,1,0,0,1,0,0,0,18,1
2,0,1,1,0,0,1,0,0,0,33,2
1,1,1,0,0,0,1,0,0,0,35,2
1,1,1,1,0,0,1,0,0,0,26,3
1,1,1,1,0,0,1,0,0,0,18,2
1,1,1,0,0,0,1,0,0,0,36,3
4,0,1,0,0,0,1,0,0,0,39,2
2,1,1,0,0,0,1,0,0,0,44,2
1,0,1,0,0,0,1,0,0,0,20,3
1,1,1,1,0,0,1,0,0,0,24,1
1,1,1,0,0,0,1,0,1,0,20,2
1,1,1,1,0,0,0,0,0,0,19,1
2,1,1,0,0,1,1,0,1,0,18,2
1,1,1,0,0,1,0,0,0,0,22,1
1,1,1,1,0,0,1,0,0,0,18,2
1,1,1,0,0,0,1,0,0,0,24,2
1,0,1,0,0,0,1,0,0,0,33,1
1,1,1,0,0,1,1,0,1,0,30,3
1,1,1,0,0,0,1,0,0,0,26,1
1,1,1,1,0,0,1,0,0,0,18,2
1,1,1,0,0,1,1,0,0,0,19,1
1,1,1,1,0,0,1,0,0,0,20,3
1,1,1,1,0,0,1,0,1,0,22,2
1,1,1,1,0,0,1,0,0,0,19,3
1,1,1,1,0,0,1,0,1,0,21,2
1,1,1,1,0,0,1,0,1,0,21,2
1,1,1,0,0,0,1,0,0,0,19,3
1,1,1,1,0,0,1,0,1,0,19,2
1,1,1,1,0,0,1,0,0,0,18,1
2,0,1,0,0,0,1,0,0,0,50,2
4,0,1,0,0,0,1,0,1,0,31,3
1,1,1,0,0,0,1,0,1,0,19,2
4,0,1,0,0,0,1,0,0,0,35,2
2,1,1,0,0,0,1,0,0,0,31,1
2,0,1,0,0,1,1,0,0,0,42,3
1,1,1,1,0,0,0,0,0,0,34,1
1,1,1,1,0,0,1,0,1,0,18,2
1,1,1,1,0,0,0,0,1,0,18,3
1,1,1,1,0,0,1,0,0,0,21,3
4,1,1,0,0,0,1,0,1,0,26,1
1,1,1,0,0,0,1,0,0,0,20,3
1,1,1,0,0,0,1,0,0,0,19,3
1,1,1,0,0,0,1,0,1,0,19,2
1,1,1,0,0,0,1,0,0,0,20,2
1,1,1,0,0,0,1,0,0,0,19,2
1,1,1,0,0,0,1,0,0,0,18,2
1,0,1,0,0,0,1,0,0,0,28,2
1,1,1,1,0,0,1,0,0,0,22,3
1,0,1,0,0,0,1,0,1,0,21,2
1,1,1,1,0,0,1,0,0,0,21,3
1,1,1,0,1,0,1,0,0,0,26,3
1,1,1,1,0,1,0,0,0,0,18,1
1,1,1,0,0,0,0,0,0,0,20,1
1,1,1,0,0,0,1,0,0,0,18,2
1,1,1,1,0,0,1,0,1,0,19,2
1,1,1,1,0,0,1,0,0,0,20,2
1,1,1,1,0,0,1,0,1,0,22,2
1,1,1,1,0,1,1,0,0,0,18,1
1,1,1,1,0,0,1,0,0,0,19,1
1,1,1,0,0,0,1,0,1,0,18,3
1,1,1,1,0,0,1,0,0,0,20,3
1,1,1,1,1,0,1,0,0,0,19,3
1,1,1,0,0,0,1,0,0,0,19,3
1,1,1,1,0,0,1,0,0,0,19,2
1,1,1,1,0,0,1,0,0,0,18,2
1,1,1,1,0,0,1,0,0,0,21,2
1,0,1,0,0,0,1,0,0,0,27,2
1,1,1,0,0,0,1,0,0,0,19,2
4,1,1,0,0,0,1,0,0,0,25,1
1,1,1,1,0,0,1,0,1,0,18,2
1,1,1,0,0,0,1,0,0,0,24,2
1,1,1,1,0,0,1,0,0,0,20,2
1,0,1,0,0,0,1,0,0,0,26,2
1,1,1,1,0,0,1,0,1,0,20,2
1,1,1,0,0,0,1,0,0,0,18,2
1,1,1,1,0,0,1,0,0,0,19,2
1,1,1,1,0,0,1,0,0,0,23,1
1,1,1,1,0,0,1,0,1,0,18,2
1,1,1,0,0,0,1,0,0,0,18,1
1,1,1,0,0,0,1,0,1,0,19,2
1,0,1,0,0,0,1,0,0,0,30,2
1,1,1,1,0,0,1,0,0,0,29,1
1,1,1,1,0,0,1,0,0,0,19,2
1,1,1,1,0,0,1,0,0,0,20,2
1,1,1,0,0,0,1,0,0,0,20,2
1,1,1,1,0,0,1,0,0,0,19,2
1,1,1,1,0,0,1,0,0,0,20,3
3,1,1,1,0,0,1,0,0,0,21,1
1,1,1,0,0,0,1,0,0,0,19,2
1,1,1,1,0,0,1,0,1,0,18,2
1,0,1,0,0,0,1,0,1,0,27,2
1,1,1,1,0,0,1,0,1,0,19,2
1,1,1,0,0,0,1,0,1,0,19,1
1,1,1,1,0,0,1,0,0,0,19,2
1,1,1,1,0,0,1,0,1,0,18,2
1,1,1,0,0,0,1,0,1,0,20,3
1,1,1,0,0,0,1,0,1,0,18,2
1,1,1,1,0,0,1,0,0,0,19,1
2,1,1,1,0,0,1,0,0,0,36,2
1,1,1,0,0,0,1,0,0,0,18,3
1,1,1,1,0,1,1,0,0,0,18,3
1,1,1,1,0,0,1,0,0,0,19,2
1,1,1,1,0,0,1,0,1,0,18,2
1,1,1,0,0,0,1,0,0,0,18,2
1,1,1,1,0,0,1,0,1,0,19,2
1,1,1,0,0,0,1,0,1,0,19,2
1,1,1,1,0,0,1,0,0,0,18,1
1,1,1,1,0,0,1,0,0,0,20,2
1,1,1,1,0,0,1,0,1,0,20,3
1,1,1,1,0,0,1,0,0,0,20,2
1,1,1,1,0,0,1,0,1,0,18,2
1,1,1,1,0,0,1,0,0,0,18,2
1,1,1,0,0,0,1,0,0,0,19,2
1,1,1,1,0,0,1,0,0,0,19,3
2,0,1,0,0,0,1,0,0,0,44,2
1,1,1,0,0,0,1,0,0,0,32,1
1,1,1,0,0,0,1,0,0,0,22,1
2,1,1,1,0,0,1,0,0,0,36,2
1,1,1,0,0,0,1,0,1,0,18,2
1,1,1,1,0,0,1,0,0,0,20,2
1,1,1,0,0,0,1,0,1,0,20,2
1,1,1,0,0,0,1,0,0,0,19,2
1,1,1,1,0,1,1,0,0,0,24,2
1,1,1,0,0,0,1,0,0,0,20,3
1,0,1,0,0,0,1,0,0,0,27,1
1,1,1,1,0,0,1,0,0,0,20,3
1,1,1,0,0,0,1,0,1,0,23,2
1,1,1,1,0,0,1,0,1,0,18,2
1,1,1,1,0,0,1,0,1,0,18,2
1,1,1,1,0,0,1,0,1,0,20,2
1,1,1,0,0,0,1,0,1,0,20,2
1,1,1,0,0,0,1,0,0,0,23,1
1,1,1,1,0,0,1,0,0,0,20,2
1,1,1,1,0,0,0,0,0,0,28,1
1,1,1,1,0,0,1,0,0,0,21,2
1,1,1,1,0,0,1,0,0,0,21,1
1,1,1,0,0,0,1,0,0,0,28,1
1,1,1,0,1,0,1,0,0,0,18,2
1,1,1,1,0,0,1,0,1,0,21,3
1,1,1,0,0,0,1,0,0,0,19,2
1,1,1,1,0,0,1,0,1,0,18,2
1,1,1,0,0,0,1,0,0,0,19,1
1,1,1,0,0,0,1,0,0,0,20,3
1,1,1,1,0,0,1,0,1,0,20,2
1,1,1,0,0,0,1,0,1,0,18,2
1,1,1,1,0,0,1,0,0,0,20,1
1,1,1,0,0,0,1,0,0,0,31,1
1,1,1,1,0,0,1,0,1,0,19,2
1,1,1,1,0,0,1,0,1,0,19,2
1,1,1,0,0,0,1,0,0,0,23,2
1,1,1,0,0,0,1,0,0,0,19,2
1,1,1,1,0,0,1,0,0,0,20,2
1,1,1,1,0,1,1,0,0,0,22,3
1,1,1,1,1,0,1,0,0,0,18,3
1,1,1,0,0,1,0,0,0,0,27,1
1,1,1,0,0,0,1,0,0,0,29,1
1,1,1,1,0,0,1,0,0,0,18,2
1,1,1,0,0,0,1,0,0,0,18,2
1,1,1,0,0,0,1,0,0,0,18,2
1,1,1,1,0,0,1,0,0,0,20,3
1,1,1,1,0,0,1,0,0,0,18,2
1,1,1,0,0,0,0,0,0,0,18,3
1,1,1,0,0,0,0,0,0,0,28,1
1,1,1,1,0,0,1,0,1,0,18,2
1,1,1,0,0,0,1,0,0,0,27,3
1,1,1,0,0,0,1,0,0,0,26,3
1,1,1,1,0,0,1,0,0,0,18,2
1,1,1,0,0,0,1,0,0,0,18,1
1,1,1,0,1,0,1,0,0,0,21,1
1,1,1,1,0,0,1,0,0,0,18,3
2,0,1,0,0,0,0,0,0,0,32,1
1,1,1,0,0,0,1,0,0,0,28,2
1,0,1,0,0,0,0,0,0,0,40,1
2,0,1,0,0,1,0,0,0,0,39,1
2,1,1,0,0,1,0,0,0,0,39,1
2,1,1,0,0,0,1,0,0,0,50,2
1,1,1,1,0,0,1,0,0,0,23,1
4,0,1,0,0,0,1,0,0,0,48,1
1,1,1,1,0,0,1,0,0,0,23,1
1,1,1,1,0,0,1,0,1,0,18,2
1,1,1,0,0,0,1,0,0,0,18,2
1,1,26,1,0,0,0,0,0,1,20,2
1,1,103,1,0,0,1,0,1,1,18,2
1,1,103,1,0,0,1,0,0,1,18,1
1,1,1,0,0,0,1,1,0,0,31,1
1,1,1,1,0,0,1,1,0,0,24,3
1,1,1,1,0,0,1,1,0,0,24,2
1,1,1,0,0,1,0,1,0,0,26,1
1,1,1,1,0,1,1,1,0,0,18,1
1,1,1,0,0,0,1,1,1,0,19,3
1,1,1,1,0,0,1,1,0,0,22,1
1,1,1,1,0,0,1,1,0,0,18,2
1,1,1,0,0,1,0,1,0,0,20,1
1,1,1,0,0,0,1,1,0,0,25,2
1,0,1,1,0,0,1,1,0,0,24,2
1,1,1,1,0,0,1,1,0,0,27,1
1,1,1,0,0,0,1,1,0,0,21,2
1,1,1,1,0,0,1,1,0,0,21,2
1,1,1,1,0,0,1,1,0,0,19,1
1,1,1,0,0,0,1,1,0,0,28,2
1,1,1,0,0,0,1,1,0,0,20,3
1,1,1,0,0,0,1,1,1,0,21,2
1,1,1,0,0,0,1,1,1,0,18,2
1,1,1,1,0,0,1,1,1,0,18,3
1,1,1,0,0,0,1,1,0,0,20,3
1,1,1,0,0,0,1,1,0,0,25,3
1,1,1,0,0,1,1,1,0,0,22,3
1,1,1,0,0,0,1,1,0,0,18,3
1,1,1,1,0,0,1,1,0,0,19,2
1,1,1,1,0,0,1,1,0,0,19,1
1,1,1,1,0,1,0,1,0,0,25,1
1,1,1,0,0,1,1,1,0,0,21,1
1,1,1,1,0,0,1,1,0,0,19,1
1,1,1,0,0,0,1,1,0,0,20,1
1,1,1,0,0,0,1,1,0,0,25,1
1,1,1,1,0,0,1,1,0,0,20,3
1,1,1,1,0,0,1,1,0,0,18,2
1,1,1,1,0,1,1,1,0,0,23,3
1,1,1,1,0,0,1,1,0,0,23,2
1,1,1,0,0,0,1,1,0,0,21,2
1,1,1,1,0,0,1,1,0,0,20,3
1,0,1,0,0,0,1,1,0,0,25,1
1,1,1,1,0,0,1,1,0,0,18,2
1,1,1,1,0,0,1,1,0,0,22,2
1,1,1,0,0,0,1,1,0,0,27,2
1,1,1,0,0,0,1,1,0,0,25,1
1,1,1,1,0,0,1,1,0,0,18,1
1,1,1,0,0,0,1,1,0,0,20,2
1,1,1,0,0,0,1,1,0,0,27,2
1,0,1,0,0,0,1,1,0,0,20,2
1,1,1,1,0,0,1,1,0,0,22,1
1,1,1,1,0,0,1,1,0,0,19,1
1,1,1,0,0,0,1,1,0,0,20,3
1,1,1,0,0,0,1,1,0,0,19,2
2,1,1,1,0,0,0,1,0,0,29,1
1,1,1,0,0,0,1,1,0,0,19,2
